#{"t_start": 1620345268.8266912, "env_id": null}
r,l,t
-4433.688541,401,2745.348817
-2079.955348,401,2750.782055
-618.937996,401,2756.225475
-1241.596719,401,2761.572939
-4473.315967,401,2767.006236
-459.456191,401,2772.394125
-2998.349417,401,2777.756434
-1419.339647,401,2783.190871
-402.744729,401,2788.528058
-536.934166,401,2793.966427
-1646.885248,401,2799.661517
-645.355059,401,2805.095847
-488.089593,401,2810.525544
-832.308735,401,2815.932177
-557.569692,401,2821.305222
-333.49253,401,2826.67239
-823.050135,401,2832.066566
-397.248533,401,2837.427754
-405.316256,401,2843.099773
-298.192286,401,2848.480912
-2040.886895,401,2853.907071
-396.888799,401,2859.299026
-863.640115,401,2864.933032
-428.388653,401,2870.294161
-436.884211,401,2875.686811
-491.292936,401,2881.148392
-1455.159134,401,2886.551863
-379.302241,401,2892.00452
-573.174081,401,2897.384694
-363.532537,401,2902.775188
-399.590662,401,2908.183148
-379.527768,401,2913.567094
-2419.349642,401,2918.918289
-359.581901,401,2924.308709
-3346.426106,401,2929.689916
-2411.249825,401,2935.064101
-465.048558,401,2940.406773
-432.639423,401,2945.786184
-394.48258,401,2951.132221
-512.224054,401,2956.475874
-574.920305,401,2961.836823
-3513.244135,401,2967.17853
-2943.940233,401,2972.751743
-779.777711,401,2978.13144
-548.712156,401,2983.500102
-699.658164,401,2988.85947
-1344.482306,401,2994.197491
-443.522631,401,2999.554639
-528.690153,401,3004.943754
-571.034046,401,3010.288601
-737.95362,401,3015.641332
-473.041749,401,3020.993673
-542.167244,401,3026.341073
-2527.825754,401,3031.711314
-503.547051,401,3037.061193
-709.49079,401,3042.42682
-390.491379,401,3047.779631
-3346.282702,401,3053.142363
-519.952021,401,3058.494065
-401.252961,401,3063.871938
-1615.840489,401,3069.225088
-548.910734,401,3074.565236
-558.736296,401,3079.924566
-323.987346,401,3085.301072
-1533.365956,401,3090.645283
-758.139134,401,3096.038443
-604.147035,401,3101.379464
-2275.491545,401,3106.743841
-3759.409942,401,3112.119086
-2578.262756,401,3117.462563
-3024.979567,401,3122.826863
-499.422365,401,3128.188148
-3197.989608,401,3133.571526
-1826.582074,401,3139.003092
-420.644247,401,3144.388404
-448.857959,401,3149.780596
-929.398235,401,3155.149508
-424.981647,401,3160.517192
-2075.905352,401,3165.865171
-444.581471,401,3171.265137
-529.508909,401,3176.658778
-530.904226,401,3182.062886
-3214.188553,401,3187.498902
-2141.206919,401,3192.83115
-807.571358,401,3198.219149
-564.588702,401,3203.582603
-1140.1338,401,3208.951468
-2206.911093,401,3214.307227
-424.346209,401,3219.677789
-1993.615769,401,3225.032225
-612.170114,401,3230.377346
-440.377454,401,3235.736845
-531.69844,401,3241.091619
-2846.406887,401,3246.459749
-563.865196,401,3251.939979
-425.464829,401,3257.331875
-371.413661,401,3262.703976
-1710.24594,401,3268.102297
-403.466092,401,3273.505948
-983.304639,401,3278.861004
-2546.561338,401,3284.235258
-2594.671137,401,3289.605213
-731.252797,401,3294.982054
-537.860088,401,3300.337918
-607.734659,401,3305.71307
-4176.975864,401,3311.073617
-642.713755,401,3316.425686
-627.300543,401,3321.793104
-461.876164,401,3327.150975
-3159.707971,401,3332.507868
-625.785008,401,3337.852464
-2303.16252,401,3343.224964
-2302.210114,401,3348.583762
-1790.089429,401,3354.319182
-569.234238,401,3359.715642
-482.151753,401,3365.100335
-3625.463667,401,3370.52769
-377.07912,401,3375.950758
-448.970169,401,3381.357295
-1392.712272,401,3386.757807
-558.724205,401,3392.156749
-3053.062409,401,3397.546502
-681.724277,401,3402.955366
-427.869246,401,3408.337331
-500.294858,401,3413.7342
-493.614053,401,3419.094922
-534.447355,401,3424.448859
-453.800864,401,3429.812622
-599.918872,401,3435.19487
-1731.659436,401,3440.68524
-4095.310309,401,3446.048234
-670.764786,401,3451.422286
-2062.286224,401,3456.788493
-2794.153935,401,3462.168186
-674.160938,401,3467.559817
-623.368248,401,3472.916593
-1212.99265,401,3478.270851
-540.34287,401,3483.622794
-1712.455399,401,3488.988134
-3453.64677,401,3494.355968
-3338.597227,401,3499.718532
-2783.272952,401,3505.085402
-548.08033,401,3510.440528
-680.513283,401,3515.817886
-580.982211,401,3521.207588
-2609.969477,401,3526.551919
-681.8435,401,3531.921829
-591.201576,401,3537.295679
-663.23316,401,3542.647582
-3040.709988,401,3548.030804
-641.215273,401,3553.408285
-2079.04136,401,3558.773272
-3285.061048,401,3564.135782
-5132.032202,401,3569.522697
-674.739152,401,3574.888946
-638.31327,401,3580.2322
-925.415694,401,3585.599515
-678.267241,401,3590.944315
-566.722788,401,3596.322278
-491.702539,401,3601.768561
-2763.760341,401,3607.109924
-455.350079,401,3612.47214
-2166.56981,401,3617.848763
-677.476578,401,3623.216796
-1722.820986,401,3628.591061
-2350.260132,401,3633.938779
-531.030278,401,3639.300364
-542.965938,401,3644.70443
-575.059781,401,3650.082788
-3240.44011,401,3655.450826
-471.29834,401,3660.824684
-581.784211,401,3666.185847
-1223.020782,401,3671.561969
-601.513358,401,3676.915964
-499.328816,401,3682.54933
-595.734328,401,3687.89581
-3134.756267,401,3693.223328
-2290.402217,401,3698.630547
-2092.318085,401,3704.005191
-575.38425,401,3709.378875
-1096.716801,401,3714.752142
-1438.217261,401,3720.13819
-3469.919798,401,3725.515196
-1642.135317,401,3730.912642
-2780.8635,401,3736.300846
-792.062349,401,3741.753537
-1310.264908,401,3747.134878
-601.764255,401,3752.523362
-3636.904911,401,3757.877389
-786.646247,401,3763.251647
-592.362984,401,3768.606591
-3334.375451,401,3773.977881
-3792.412372,401,3779.338273
-2090.499294,401,3784.72772
-2747.637258,401,3790.137791
-742.520885,401,3795.483984
-566.815133,401,3800.851481
-1683.715825,401,3806.208573
-2104.108397,401,3811.576807
-556.527609,401,3816.960781
-730.681231,401,3822.338618
-1300.926366,401,3827.718651
-2415.789879,401,3833.094706
-574.592929,401,3838.50228
-2165.678205,401,3843.902872
-638.460922,401,3849.257292
-770.656757,401,3854.615411
-593.575683,401,3860.012335
-2304.246894,401,3865.622462
-918.618441,401,3870.958766
-523.787965,401,3876.342536
-795.331311,401,3881.699575
-1487.590261,401,3887.079062
-2679.843825,401,3892.459775
-3265.810524,401,3897.841185
-516.474612,401,3903.230431
-646.234752,401,3908.581166
-545.772134,401,3913.960438
-712.100493,401,3919.327273
-4479.996656,401,3924.795039
-666.941603,401,3930.152344
-635.636639,401,3935.478164
-564.570541,401,3940.856853
-980.163668,401,3946.226001
-529.39526,401,3951.621526
-4585.737504,401,3956.988637
-657.541083,401,3962.477355
-581.997646,401,3967.827123
-553.882275,401,3973.176815
-2691.013583,401,3978.560289
-1613.91684,401,3983.936249
-1713.171389,401,3989.297125
-1769.111232,401,3994.671449
-664.226639,401,4000.064408
-699.997238,401,4005.452075
-744.664483,401,4010.834158
-4217.405049,401,4016.173212
-3309.580872,401,4021.533582
-629.209357,401,4026.88536
-3247.092403,401,4032.268039
-511.253728,401,4037.648787
-680.252528,401,4043.218854
-2338.166436,401,4048.612167
-628.925814,401,4053.979178
-3323.136794,401,4059.377006
-3684.574909,401,4064.76844
-639.749634,401,4070.113111
-2417.133659,401,4075.491781
-2070.807753,401,4080.84704
-3043.883279,401,4086.233718
-621.228324,401,4091.587622
-1435.572802,401,4096.952831
-2248.025687,401,4102.352505
-571.396208,401,4107.695787
-1460.946078,401,4113.095432
-2372.801565,401,4118.464456
-3274.245277,401,4123.829348
-2760.793488,401,4129.200565
-2770.461837,401,4134.567703
-668.064508,401,4139.999228
-1472.947432,401,4145.48927
-3812.982086,401,4150.830937
-846.395144,401,4156.216415
-496.604213,401,4161.604936
